position,name,fdpts,salary,team,matchup,score,mins,line,date,cleanname,location
SG,"Green, Willie",12.3,3700.0,orl,v lal,103-97,22,5pt 4rb 1as 1bl 1to 1trey 2-4fg 0-0ft,2015-02-06,Willie Green,Home
PG,"Cole, Norris",11.9,3700.0,mia,@ sas,85-98,20,4pt 2rb 5as 2to 2-4fg 0-0ft,2015-02-06,Norris Cole,Away
PG,"Lucas, John",11.5,3500.0,det,v den,98-88,14,4pt 5as 2-4fg 0-0ft,2015-02-06,John Lucas,Home
PG,"Ridnour, Luke",11.1,3500.0,orl,v lal,103-97,19,4pt 3rb 3as 1to 1-4fg 2-2ft,2015-02-06,Luke Ridnour,Home
SG,"Caldwell-Pope, Kentavious^",10.9,4800.0,det,v den,98-88,23,9pt 2rb 1as 2to 1trey 3-8fg 2-3ft,2015-02-06,Caldwell-Kentavious Pope,Home
SG,"Barbosa, Leandro",10.7,3800.0,gsw,@ atl,116-124,12,8pt 1rb 1as 2trey 3-10fg 0-0ft,2015-02-06,Leandro Barbosa,Away
PG,"Watson, C.J.",10.4,4500.0,ind,v cle,103-99,22,0pt 2rb 4as 1st 0-3fg 0-0ft,2015-02-06,C Watson.J.,Home
SG,"Stuckey, Rodney",10,4700.0,ind,v cle,103-99,20,2pt 4as 1st 1-6fg 0-0ft,2015-02-06,Rodney Stuckey,Home
SG,"Afflalo, Arron^",9.7,5500.0,den,@ det,88-98,23,6pt 1rb 1as 1bl 1to 3-7fg 0-0ft,2015-02-06,Arron Afflalo,Away
PG,"Jackson, Reggie",9.5,4500.0,okc,v nor,113-116,15,6pt 1as 1st 3-8fg 0-0ft,2015-02-06,Reggie Jackson,Home
SG,"Fournier, Evan",9.2,3800.0,orl,v lal,103-97,14,3pt 1rb 2as 2st 2to 1trey 1-3fg 0-0ft,2015-02-06,Evan Fournier,Home
PG,"Fredette, Jimmer",7.9,3500.0,nor,@ okc,116-113,7,4pt 2rb 1as 2-4fg 0-0ft,2015-02-06,Jimmer Fredette,Away
SG,"Morrow, Anthony",6.9,3600.0,okc,v nor,113-116,17,3pt 2rb 1as 1-2fg 1-1ft,2015-02-06,Anthony Morrow,Home
SG,"Harris, Gary",6.2,3500.0,den,@ det,88-98,11,2pt 1rb 2as 1-4fg 0-0ft,2015-02-06,Gary Harris,Away
SG,"Hardaway Jr., Tim",6,5e3,nyk,@ bkn,88-92,15,6pt 2trey 2-7fg 0-0ft,2015-02-06,"Hardaway Jr., Tim",Away
SG,"Young, Nick",5.7,4400.0,lal,@ orl,97-103,16,0pt 1rb 3as 0-6fg 0-0ft,2015-02-06,Nick Young,Away
SG,"Terry, Jason",5.1,3500.0,hou,v mil,117-111,12,1pt 3rb 1as 1to 0-4fg 1-1ft,2015-02-06,Jason Terry,Home
PG,"Calathes, Nick",5,3600.0,mem,@ min,89-90,13,4pt 2as 2to 2-5fg 0-0ft,2015-02-06,Nick Calathes,Away
PG,"Dellavedova, Matthew",4.2,3500.0,cle,@ ind,99-103,16,0pt 1rb 2as 0-3fg 0-0ft,2015-02-06,Matthew Dellavedova,Away
PG,"Joseph, Cory",3.2,3600.0,sas,v mia,98-85,3,2pt 1rb 1-1fg 0-0ft,2015-02-06,Cory Joseph,Home
SG,"Waiters, Dion",3.2,4900.0,okc,v nor,113-116,17,2pt 1rb 1-6fg 0-0ft,2015-02-06,Dion Waiters,Home
SG,"Foye, Randy",2.5,3500.0,den,@ det,88-98,14,3pt 1as 2to 1trey 1-4fg 0-0ft,2015-02-06,Randy Foye,Away
PG,"Pressey, Phil",2,3500.0,bos,v phi,107-96,1,2pt 1-1fg 0-0ft,2015-02-06,Phil Pressey,Home
SG,"Green, Erick",1.7,3500.0,den,@ det,88-98,9,0pt 1rb 1as 1to 0-1fg 0-0ft,2015-02-06,Erick Green,Away
SG,"Williams, Reggie",1.5,3500.0,sas,v mia,98-85,3,0pt 1as 0-1fg 0-0ft,2015-02-06,Reggie Williams,Home
PG,"LaVine, Zach",1.2,4e3,min,v mem,90-89,8,0pt 1rb 0-5fg 0-0ft,2015-02-06,Zach LaVine,Home
SG,"Jones, Dahntay",1.2,3500.0,lac,@ tor,107-123,7,0pt 1rb 0-2fg 0-0ft,2015-02-06,Dahntay Jones,Away
SG,"Millsap, Elijah",1,3500.0,uta,@ pho,93-100,6,0pt 1st 1to 0-2fg 0-0ft,2015-02-06,Elijah Millsap,Away
SG,"Wilcox, C.J.",0,3500.0,lac,@ tor,107-123,3,0pt 0-0fg 0-0ft,2015-02-06,C Wilcox.J.,Away
PF,"Davis, Anthony^",58.5,11400.0,nor,@ okc,116-113,44,41pt 10rb 3as 2bl 3to 1trey 15-23fg 10-10ft,2015-02-06,Anthony Davis,Away
PF,"Monroe, Greg^",54.7,8200.0,det,v den,98-88,36,21pt 21rb 3as 2st 2bl 4to 7-13fg 7-9ft,2015-02-06,Greg Monroe,Home
PF,"Morris, Marcus",51.4,4e3,pho,v uta,100-93,33,34pt 12rb 2st 1bl 3to 5trey 11-17fg 7-8ft,2015-02-06,Marcus Morris,Home
PF,"Griffin, Blake^",49.7,9600.0,lac,@ tor,107-123,36,26pt 6rb 9as 1st 1bl 1to 9-15fg 8-9ft,2015-02-06,Blake Griffin,Away
SF,"Harris, Tobias^",47.4,6100.0,orl,v lal,103-97,45,34pt 7rb 2as 1st 1bl 2to 2trey 14-18fg 4-4ft,2015-02-06,Tobias Harris,Home
PF,"Sullinger, Jared^",47.1,6600.0,bos,v phi,107-96,30,22pt 8rb 7as 2st 1bl 1to 1trey 9-18fg 3-3ft,2015-02-06,Jared Sullinger,Home
SF,"Green, Draymond^",45,7100.0,gsw,@ atl,116-124,35,12pt 20rb 6as 1st 2to 6-14fg 0-2ft,2015-02-06,Draymond Green,Away
PF,"West, David^",44.1,6600.0,ind,v cle,103-99,29,20pt 13rb 3as 2st 9-15fg 2-2ft,2015-02-06,David West,Home
SF,"Durant, Kevin^",43,10700.0,okc,v nor,113-116,43,27pt 5rb 4as 2st 1bl 2to 3trey 9-26fg 6-7ft,2015-02-06,Kevin Durant,Home
SF,"Ariza, Trevor^",40.7,5300.0,hou,v mil,117-111,39,24pt 6rb 3as 3st 1to 6trey 9-21fg 0-0ft,2015-02-06,Trevor Ariza,Home
SF,"Leonard, Kawhi^",39.8,8200.0,sas,v mia,98-85,33,24pt 4rb 4as 3st 1to 5trey 8-15fg 3-4ft,2015-02-06,Kawhi Leonard,Home
SF,"James, LeBron^",38.7,11e3,cle,@ ind,99-103,39,25pt 6rb 5as 2st 1bl 7to 10-21fg 5-8ft,2015-02-06,LeBron James,Away
SF,"Miles, C.J.^",38.3,5e3,ind,v cle,103-99,32,26pt 4rb 3as 2st 1to 4trey 8-16fg 6-8ft,2015-02-06,C Miles.J.,Home
PF,"Smith, Josh",38,6100.0,hou,v mil,117-111,33,14pt 10rb 8as 1st 1bl 4to 4trey 5-8fg 0-1ft,2015-02-06,Josh Smith,Home
PF,"Kelly, Ryan^",36.5,3500.0,lal,@ orl,97-103,33,20pt 5rb 3as 2st 1bl 5trey 6-14fg 3-3ft,2015-02-06,Ryan Kelly,Away
PF,"Millsap, Paul^",36.3,8e3,atl,v gsw,124-116,34,21pt 4rb 3as 3st 1bl 2to 6-10fg 9-12ft,2015-02-06,Paul Millsap,Home
SF,"Anthony, Carmelo^",34.9,9400.0,nyk,@ bkn,88-92,37,21pt 7rb 3as 2st 3to 6-23fg 9-11ft,2015-02-06,Carmelo Anthony,Away
SF,"Hayward, Gordon^",33.5,8100.0,uta,@ pho,93-100,34,24pt 5rb 5as 4to 1trey 9-17fg 5-6ft,2015-02-06,Gordon Hayward,Away
PF,"Favors, Derrick^",33.5,7200.0,uta,@ pho,93-100,34,20pt 5rb 1as 3st 1bl 2to 9-14fg 2-2ft,2015-02-06,Derrick Favors,Away
PF,"Garnett, Kevin^",30.8,4e3,bkn,v nyk,92-88,22,12pt 9rb 2as 3bl 1to 6-10fg 0-0ft,2015-02-06,Kevin Garnett,Home
SF,"Brewer, Corey",30.6,4500.0,hou,v mil,117-111,25,11pt 8rb 4as 3st 2to 1trey 3-8fg 4-4ft,2015-02-06,Corey Brewer,Home
PF,"Bosh, Chris^",29.9,7700.0,mia,@ sas,85-98,36,14pt 7rb 3as 1st 1bl 1to 7-18fg 0-1ft,2015-02-06,Chris Bosh,Away
SF,"Thompson, Hollis",29.6,4300.0,phi,@ bos,96-107,38,16pt 8rb 2as 1st 1to 4trey 6-11fg 0-0ft,2015-02-06,Hollis Thompson,Away
SF,"Johnson, James",29.5,3900.0,tor,v lac,123-107,19,16pt 5rb 3as 2st 1to 7-7fg 2-2ft,2015-02-06,James Johnson,Home
PF,"Faried, Kenneth^",29.2,6300.0,den,@ det,88-98,25,10pt 6rb 2as 3st 2bl 1to 4-9fg 2-4ft,2015-02-06,Kenneth Faried,Away
PF,"Young, Thaddeus^",28.6,6800.0,min,v mem,90-89,40,14pt 8rb 2as 1st 6-14fg 2-2ft,2015-02-06,Thaddeus Young,Home
SF,"Mbah a Moute, Luc^",26.6,4700.0,phi,@ bos,96-107,35,18pt 3rb 4as 1to 3trey 7-14fg 1-3ft,2015-02-06,Mbah a Luc Moute,Away
SF,"Wiggins, Andrew^",26.2,6600.0,min,v mem,90-89,43,18pt 6rb 2as 2to 6-11fg 6-7ft,2015-02-06,Andrew Wiggins,Home
PF,"Anderson, Ryan",25.3,5500.0,nor,@ okc,116-113,28,17pt 4rb 1as 2bl 2to 2trey 4-9fg 7-9ft,2015-02-06,Ryan Anderson,Away
SF,"Johnson, Wesley",23.8,4e3,lal,@ orl,97-103,31,9pt 9rb 2as 1st 1bl 3to 1trey 4-9fg 0-0ft,2015-02-06,Wesley Johnson,Away
SF,"Crowder, Jae",22.7,4e3,bos,v phi,107-96,30,11pt 6rb 1as 2st 1to 1trey 4-6fg 2-4ft,2015-02-06,Jae Crowder,Home
SF,"Gallinari, Danilo",22.7,3800.0,den,@ det,88-98,30,12pt 6rb 3as 1to 2trey 4-10fg 2-2ft,2015-02-06,Danilo Gallinari,Away
SF,"Covington, Robert^",22.7,6300.0,phi,@ bos,96-107,33,16pt 6rb 1as 2to 3trey 6-13fg 1-1ft,2015-02-06,Robert Covington,Away
PF,"Boozer, Carlos",22.6,6e3,lal,@ orl,97-103,18,14pt 3rb 2as 2st 2to 7-13fg 0-1ft,2015-02-06,Carlos Boozer,Away
SF,"Carroll, DeMarre^",22.6,4900.0,atl,v gsw,124-116,33,12pt 3rb 2as 2st 1trey 4-6fg 3-4ft,2015-02-06,DeMarre Carroll,Home
PF,"Duncan, Tim^",22.4,7900.0,sas,v mia,98-85,25,10pt 12rb 1st 4to 5-8fg 0-0ft,2015-02-06,Tim Duncan,Home
SF,"Hill, Solomon^",22.3,3800.0,ind,v cle,103-99,36,11pt 4rb 3as 1st 5-8fg 1-1ft,2015-02-06,Solomon Hill,Home
SF,"Tucker, P.J.^",22.2,4600.0,pho,v uta,100-93,34,12pt 6rb 2as 1st 2to 3trey 4-6fg 1-2ft,2015-02-06,P Tucker.J.,Home
SF,"Pondexter, Quincy",21.9,3700.0,nor,@ okc,116-113,34,15pt 2rb 1as 2st 1to 3trey 4-10fg 4-4ft,2015-02-06,Quincy Pondexter,Away
PF,"Henson, John^",21.4,5100.0,mil,@ hou,111-117,21,12pt 2rb 4as 1st 1bl 3to 6-9fg 0-0ft,2015-02-06,John Henson,Away
SF,"Deng, Luol^",21.2,5900.0,mia,@ sas,85-98,34,17pt 6rb 3to 1trey 6-13fg 4-4ft,2015-02-06,Luol Deng,Away
SF,"Green, Jeff^",20.6,5100.0,mem,@ min,89-90,31,15pt 3rb 2as 1to 5-13fg 5-9ft,2015-02-06,Jeff Green,Away
SF,"Thomas, Lance",20.2,3600.0,nyk,@ bkn,88-92,29,14pt 1rb 2as 1st 7-13fg 0-0ft,2015-02-06,Lance Thomas,Away
PF,"Davis, Ed",20.2,5300.0,lal,@ orl,97-103,21,4pt 6rb 2as 3bl 2-6fg 0-2ft,2015-02-06,Ed Davis,Away
PF,"Johnson, Amir^",20,4800.0,tor,v lac,123-107,26,11pt 5rb 2st 1to 5-7fg 1-2ft,2015-02-06,Amir Johnson,Home
PF,"Ibaka, Serge^",19.8,7200.0,okc,v nor,113-116,36,10pt 4rb 3bl 1to 1trey 4-8fg 1-2ft,2015-02-06,Serge Ibaka,Home
SF,"Middleton, Khris^",19.8,6400.0,mil,@ hou,111-117,27,10pt 4rb 2as 2st 2to 4-11fg 2-2ft,2015-02-06,Khris Middleton,Away
PF,"Morris, Markieff^",19.6,6400.0,pho,v uta,100-93,31,12pt 8rb 1bl 4to 6-18fg 0-0ft,2015-02-06,Markieff Morris,Home
SF,"Barnes, Harrison^",19.6,4400.0,gsw,@ atl,116-124,30,12pt 3rb 2as 1st 1to 6-12fg 0-0ft,2015-02-06,Harrison Barnes,Away
SF,"Chandler, Wilson^",19.5,5800.0,den,@ det,88-98,22,11pt 5rb 1as 1bl 1to 1trey 5-11fg 0-0ft,2015-02-06,Wilson Chandler,Away
PF,"Jones, Terrence",19.1,5400.0,hou,v mil,117-111,20,10pt 3rb 3as 1bl 1to 5-6fg 0-0ft,2015-02-06,Terrence Jones,Home
PF,"Motiejunas, Donatas^",19.1,5800.0,hou,v mil,117-111,26,14pt 3rb 1as 1st 1bl 4to 6-8fg 2-4ft,2015-02-06,Donatas Motiejunas,Home
SF,"McDaniels, K.J.^",19.1,4200.0,phi,@ bos,96-107,23,15pt 3rb 1as 1st 3to 1trey 5-9fg 4-5ft,2015-02-06,K McDaniels.J.,Away
PF,"Randolph, Zach^",19,8700.0,mem,@ min,89-90,29,6pt 10rb 2st 1bl 5to 3-7fg 0-0ft,2015-02-06,Zach Randolph,Away
PF,"Thompson, Tristan",18.6,5200.0,cle,@ ind,99-103,24,4pt 8rb 1st 2bl 1to 2-5fg 0-0ft,2015-02-06,Tristan Thompson,Away
PF,"Patterson, Patrick",18.5,5e3,tor,v lac,123-107,28,11pt 5rb 1as 3trey 4-9fg 0-0ft,2015-02-06,Patrick Patterson,Home
PF,"Scott, Mike",18.4,3500.0,atl,v gsw,124-116,17,17pt 2rb 1to 3trey 5-7fg 4-4ft,2015-02-06,Mike Scott,Home
PF,"Scola, Luis",18.2,3800.0,ind,v cle,103-99,22,6pt 6rb 2as 1st 3-7fg 0-0ft,2015-02-06,Luis Scola,Home
SF,"Ennis, James",18.1,3500.0,mia,@ sas,85-98,21,7pt 8rb 1as 1st 1bl 4to 1trey 3-6fg 0-0ft,2015-02-06,James Ennis,Away
PF,"Bass, Brandon^",18,5100.0,bos,v phi,107-96,27,13pt 5rb 1to 1trey 4-7fg 4-4ft,2015-02-06,Brandon Bass,Home
SF,"Iguodala, Andre",17.7,4400.0,gsw,@ atl,116-124,30,8pt 1rb 3as 1st 1bl 2trey 3-8fg 0-0ft,2015-02-06,Andre Iguodala,Away
PF,"Love, Kevin^",17.6,8300.0,cle,@ ind,99-103,34,5pt 8rb 2as 1trey 2-8fg 0-0ft,2015-02-06,Kevin Love,Away
SF,"Barnes, Matt^",17.4,4800.0,lac,@ tor,107-123,29,9pt 7rb 1trey 3-8fg 2-4ft,2015-02-06,Matt Barnes,Away
SF,"Ingles, Joe^",16.7,4100.0,uta,@ pho,93-100,29,6pt 6rb 3as 1to 2-6fg 2-2ft,2015-02-06,Joe Ingles,Away
PF,"Noel, Nerlens^",16.4,6e3,phi,@ bos,96-107,26,8pt 7rb 1st 1bl 4to 1-5fg 6-8ft,2015-02-06,Nerlens Noel,Away
PF,"Stoudemire, Amare",15.6,5500.0,nyk,@ bkn,88-92,18,9pt 3rb 2as 1st 2to 3-4fg 3-3ft,2015-02-06,Amare Stoudemire,Away
PF,"Smith, Jason^",14.8,4700.0,nyk,@ bkn,88-92,22,8pt 4rb 1st 3-10fg 2-2ft,2015-02-06,Jason Smith,Away
PF,"Amundson, Louis^",13.5,4200.0,nyk,@ bkn,88-92,23,6pt 5rb 1as 3-5fg 0-0ft,2015-02-06,Louis Amundson,Away
PF,"Arthur, Darrell",13,3500.0,den,@ det,88-98,18,10pt 2st 1to 4-9fg 2-2ft,2015-02-06,Darrell Arthur,Away
PF,"Hickson, J.J.",12.5,4200.0,den,@ det,88-98,15,6pt 5rb 1as 1to 3-5fg 0-0ft,2015-02-06,J Hickson.J.,Away
PF,"Bennett, Anthony",12.1,3500.0,min,v mem,90-89,17,6pt 3rb 1as 1st 1to 2-4fg 2-2ft,2015-02-06,Anthony Bennett,Home
PF,"Gordon, Aaron",11.4,3500.0,orl,v lal,103-97,23,7pt 2rb 2as 1to 3-6fg 1-1ft,2015-02-06,Aaron Gordon,Home
PF,"Speights, Marreese",11,4900.0,gsw,@ atl,116-124,13,6pt 5rb 1to 3-8fg 0-0ft,2015-02-06,Marreese Speights,Away
SF,"Dudley, Jared^",10.9,4600.0,mil,@ hou,111-117,25,5pt 2rb 1as 1bl 1trey 2-4fg 0-0ft,2015-02-06,Jared Dudley,Away
PF,"Frye, Channing^",10.4,3600.0,orl,v lal,103-97,17,7pt 2rb 2as 2to 1trey 3-6fg 0-0ft,2015-02-06,Channing Frye,Home
SF,"Ross, Terrence",9.8,3800.0,tor,v lac,123-107,21,1pt 4rb 4as 2to 0-4fg 1-4ft,2015-02-06,Terrence Ross,Home
PF,"Diaw, Boris",9.4,4e3,sas,v mia,98-85,18,2pt 2rb 4as 1to 1-3fg 0-0ft,2015-02-06,Boris Diaw,Home
SF,"Bogdanovic, Bojan",9.4,3600.0,bkn,v nyk,92-88,31,8pt 2rb 1to 2-6fg 4-4ft,2015-02-06,Bojan Bogdanovic,Home
SF,"Green, JaMychal",9.4,3500.0,mem,@ min,89-90,9,8pt 2rb 1to 3-3fg 2-2ft,2015-02-06,JaMychal Green,Away
PF,"Grant, Jerami",9.3,3700.0,phi,@ bos,96-107,19,1pt 4rb 1as 1st 1bl 2to 0-4fg 1-4ft,2015-02-06,Jerami Grant,Away
PF,"Lee, David",9.3,5600.0,gsw,@ atl,116-124,13,4pt 4rb 1as 1to 2-4fg 0-0ft,2015-02-06,David Lee,Away
PF,"Tolliver, Anthony",9,3900.0,det,v den,98-88,16,2pt 5rb 1st 1to 1-4fg 0-0ft,2015-02-06,Anthony Tolliver,Home
PF,"Ilyasova, Ersan",8.7,4100.0,mil,@ hou,111-117,16,6pt 1rb 1as 3-10fg 0-0ft,2015-02-06,Ersan Ilyasova,Away
PF,"Black, Tarik^",8.7,3500.0,lal,@ orl,97-103,23,2pt 6rb 1as 2to 1-5fg 0-0ft,2015-02-06,Tarik Black,Away
PF,"Sampson, JaKarr^",8.7,3500.0,phi,@ bos,96-107,13,5pt 1rb 1as 1bl 1to 2-4fg 1-3ft,2015-02-06,JaKarr Sampson,Away
SF,"Singler, Kyle^",8.6,3700.0,det,v den,98-88,28,2pt 3rb 2as 1-7fg 0-0ft,2015-02-06,Kyle Singler,Home
PF,"O'Quinn, Kyle",8.1,3800.0,orl,v lal,103-97,12,2pt 3rb 1as 1bl 1to 1-2fg 0-0ft,2015-02-06,O'Kyle Quinn,Home
SF,"Butler, Caron",7.7,3500.0,det,v den,98-88,20,5pt 1rb 1as 1st 2to 1trey 2-7fg 0-0ft,2015-02-06,Caron Butler,Home
PF,"Cunningham, Dante^",7.6,4100.0,nor,@ okc,116-113,33,4pt 3rb 2-6fg 0-0ft,2015-02-06,Dante Cunningham,Away
SF,"Green, Gerald",7.4,4e3,pho,v uta,100-93,13,2pt 2rb 2as 1-5fg 0-0ft,2015-02-06,Gerald Green,Home
SF,"Gee, Alonzo",6.4,3500.0,den,@ det,88-98,9,2pt 2rb 1st 1-3fg 0-0ft,2015-02-06,Alonzo Gee,Away
SF,"Rudez, Damjan",6,3500.0,ind,v cle,103-99,8,6pt 2trey 2-3fg 0-0ft,2015-02-06,Damjan Rudez,Home
PF,"Booker, Trevor",4.2,3500.0,uta,@ pho,93-100,11,3pt 1rb 1-3fg 1-2ft,2015-02-06,Trevor Booker,Away
SF,"Young, James",3.9,3500.0,bos,v phi,107-96,12,0pt 2rb 1as 0-3fg 0-0ft,2015-02-06,James Young,Home
PF,"Collison, Nick",3.6,3500.0,okc,v nor,113-116,5,0pt 3rb 0-2fg 0-0ft,2015-02-06,Nick Collison,Home
PF,"Jerebko, Jonas",3.2,3500.0,det,v den,98-88,9,2pt 1rb 1-3fg 0-0ft,2015-02-06,Jonas Jerebko,Home
PF,"Davis, Glen",2.7,3500.0,lac,@ tor,107-123,5,0pt 1rb 1as 0-2fg 0-0ft,2015-02-06,Glen Davis,Away
PF,"Haslem, Udonis",2,3500.0,mia,@ sas,85-98,4,2pt 1-3fg 0-0ft,2015-02-06,Udonis Haslem,Away
PF,"Hansbrough, Tyler",1.2,3500.0,tor,v lac,123-107,2,0pt 1rb 0-0fg 0-0ft,2015-02-06,Tyler Hansbrough,Home
SF,"Marion, Shawn",1.2,3500.0,cle,@ ind,99-103,6,0pt 1rb 0-0fg 0-0ft,2015-02-06,Shawn Marion,Away
SF,"Jones III, Perry",0,3500.0,okc,v nor,113-116,0,0pt 0-0fg 0-0ft,2015-02-06,Jones Perry III,Home
PF,"McAdoo, James Michael",0,3500.0,gsw,@ atl,116-124,0,0pt 0-0fg 0-0ft,2015-02-06,James McAdoo Michael,Away
PF,"Jefferson, Cory",0,3500.0,bkn,v nyk,92-88,0,0pt 0-0fg 0-0ft,2015-02-06,Cory Jefferson,Home
SF,"Fields, Landry",0,3500.0,tor,v lac,123-107,2,0pt 0-1fg 0-0ft,2015-02-06,Landry Fields,Home
PF,"Leuer, Jon",-0.8,3500.0,mem,@ min,89-90,6,0pt 1rb 2to 0-0fg 0-0ft,2015-02-06,Jon Leuer,Away
C,"Vucevic, Nikola^",50.6,8900.0,orl,v lal,103-97,41,25pt 13rb 2as 2st 2bl 1to 11-21fg 3-5ft,2015-02-06,Nikola Vucevic,Home
C,"Lopez, Brook",44.8,6700.0,bkn,v nyk,92-88,33,22pt 9rb 2as 6bl 3to 11-18fg 0-2ft,2015-02-06,Brook Lopez,Home
C,"Gobert, Rudy",37.4,6100.0,uta,@ pho,93-100,27,14pt 12rb 4as 1st 1bl 1to 6-7fg 2-4ft,2015-02-06,Rudy Gobert,Away
C,"Horford, Al^",36.8,8400.0,atl,v gsw,124-116,28,12pt 14rb 6as 1st 3to 4-10fg 4-4ft,2015-02-06,Al Horford,Home
C,"Zeller, Tyler",33.3,4700.0,bos,v phi,107-96,26,16pt 9rb 1as 1st 3bl 3to 6-10fg 4-6ft,2015-02-06,Tyler Zeller,Home
C,"Drummond, Andre^",32.6,8400.0,det,v den,98-88,32,13pt 13rb 2bl 6-13fg 1-4ft,2015-02-06,Andre Drummond,Home
C,"Gasol, Marc^",29.6,8300.0,mem,@ min,89-90,32,15pt 3rb 2as 3st 1bl 6-9fg 3-3ft,2015-02-06,Marc Gasol,Away
C,"Sacre, Robert^",27.7,4e3,lal,@ orl,97-103,32,10pt 6rb 3as 1st 2bl 4-12fg 2-2ft,2015-02-06,Robert Sacre,Away
C,"Nurkic, Jusuf^",27.1,5e3,den,@ det,88-98,26,6pt 13rb 1as 1st 1bl 1-10fg 4-6ft,2015-02-06,Jusuf Nurkic,Away
C,"Mozgov, Timofey^",23.8,5500.0,cle,@ ind,99-103,32,13pt 9rb 2as 3to 5-9fg 3-4ft,2015-02-06,Timofey Mozgov,Away
C,"Sims, Henry",20.9,3500.0,phi,@ bos,96-107,19,12pt 7rb 1as 1to 6-10fg 0-2ft,2015-02-06,Henry Sims,Away
C,"Adams, Steven^",20.7,4400.0,okc,v nor,113-116,28,10pt 6rb 1as 2st 1bl 4to 4-4fg 2-3ft,2015-02-06,Steven Adams,Home
C,"Hibbert, Roy^",19.6,6100.0,ind,v cle,103-99,40,10pt 8rb 1bl 2to 5-12fg 0-0ft,2015-02-06,Roy Hibbert,Home
C,"Pekovic, Nikola^",18.6,5800.0,min,v mem,90-89,22,13pt 3rb 1st 1bl 2to 6-13fg 1-2ft,2015-02-06,Nikola Pekovic,Home
C,"Jordan, DeAndre^",18.4,8500.0,lac,@ tor,107-123,36,9pt 7rb 1bl 1to 4-6fg 1-2ft,2015-02-06,DeAndre Jordan,Away
C,"Andersen, Chris^",17.5,3700.0,mia,@ sas,85-98,22,10pt 5rb 1as 5-7fg 0-0ft,2015-02-06,Chris Andersen,Away
C,"Hamilton, Justin",17,3500.0,mia,@ sas,85-98,28,2pt 5rb 4as 1st 1bl 1to 1-4fg 0-0ft,2015-02-06,Justin Hamilton,Away
C,"Bogut, Andrew^",16.9,5300.0,gsw,@ atl,116-124,22,5pt 7rb 1as 3bl 4to 2-4fg 1-2ft,2015-02-06,Andrew Bogut,Away
C,"Plumlee, Miles^",16.8,3500.0,pho,v uta,100-93,26,6pt 4rb 2st 1bl 3-7fg 0-0ft,2015-02-06,Miles Plumlee,Home
C,"Bonner, Matt",16.3,3500.0,sas,v mia,98-85,16,3pt 4rb 3as 2st 1trey 1-5fg 0-0ft,2015-02-06,Matt Bonner,Home
C,"Asik, Omer^",15.6,4800.0,nor,@ okc,116-113,22,5pt 8rb 1st 1to 2-3fg 1-2ft,2015-02-06,Omer Asik,Away
C,"Dorsey, Joey^",13.5,3500.0,hou,v mil,117-111,9,4pt 5rb 1as 1st 2-3fg 0-0ft,2015-02-06,Joey Dorsey,Home
C,"Plumlee, Mason^",12.7,5900.0,bkn,v nyk,92-88,17,5pt 6rb 1as 1to 1-4fg 3-4ft,2015-02-06,Mason Plumlee,Home
C,"Kanter, Enes^",12.2,6e3,uta,@ pho,93-100,24,6pt 6rb 1st 3to 3-8fg 0-2ft,2015-02-06,Enes Kanter,Away
C,"Splitter, Tiago",12.1,4e3,sas,v mia,98-85,18,4pt 3rb 1as 1st 1bl 1to 2-5fg 0-0ft,2015-02-06,Tiago Splitter,Home
C,"Dieng, Gorgui",11.4,6700.0,min,v mem,90-89,21,4pt 7rb 1to 2-4fg 0-0ft,2015-02-06,Gorgui Dieng,Home
C,"Hawes, Spencer",10.4,3500.0,lac,@ tor,107-123,16,9pt 2rb 1to 1trey 4-5fg 0-0ft,2015-02-06,Spencer Hawes,Away
C,"Valanciunas, Jonas^",10.2,6e3,tor,v lac,123-107,20,4pt 6rb 1bl 3to 2-4fg 0-0ft,2015-02-06,Jonas Valanciunas,Home
C,"Wright, Brandan",8.8,3700.0,pho,v uta,100-93,20,0pt 4rb 1st 1bl 0-2fg 0-0ft,2015-02-06,Brandan Wright,Home
C,"O'Bryant, Johnny",8.6,3500.0,mil,@ hou,111-117,11,2pt 3rb 2as 1-3fg 0-0ft,2015-02-06,O'Johnny Bryant,Away
C,"Koufos, Kosta",8.2,3700.0,mem,@ min,89-90,19,2pt 1rb 1st 2bl 1to 1-1fg 0-0ft,2015-02-06,Kosta Koufos,Away
C,"Baynes, Aron^",7.8,3500.0,sas,v mia,98-85,19,6pt 4rb 3to 3-8fg 0-0ft,2015-02-06,Aron Baynes,Home
C,"Aldrich, Cole",6.7,4500.0,nyk,@ bkn,88-92,9,0pt 1rb 1as 2bl 0-2fg 0-0ft,2015-02-06,Cole Aldrich,Away
C,"Ajinca, Alexis",6.5,4200.0,nor,@ okc,116-113,3,0pt 5rb 1as 1to 0-2fg 0-0ft,2015-02-06,Alexis Ajinca,Away
C,"Perkins, Kendrick",3.8,3600.0,okc,v nor,113-116,18,0pt 4rb 1bl 3to 0-1fg 0-0ft,2015-02-06,Kendrick Perkins,Home
C,"Whittington, Shayne",2.2,3500.0,ind,v cle,103-99,6,2pt 1rb 1to 1-1fg 0-0ft,2015-02-06,Shayne Whittington,Home
C,"Anthony, Joel",1.2,3500.0,det,v den,98-88,3,0pt 1rb 0-1fg 0-0ft,2015-02-06,Joel Anthony,Home
