teams,opp,date,opener.odds,opener.juice,pinn.odds,pinn.juice,opener,totals,totalsjuice
L.A. Clippers,Phoenix,2014-11-15,-7.5,-110.0,-7.0,-113.0,210.0,210.5,102.0
Charlotte,Golden State,2014-11-15,10.0,-110.0,11.5,-106.0,200.0,201.0,-108.0
Golden State,Charlotte,2014-11-15,-10.0,-110.0,-11.5,-104.0,200.0,201.0,-102.0
Denver,New York,2014-11-16,1.0,-105.0,1.5,-103.0,201.5,203.5,-102.0
New York,Denver,2014-11-16,-1.0,-115.0,-1.5,-107.0,201.5,203.5,-108.0
Milwaukee,Miami,2014-11-16,4.5,-110.0,5.0,-107.0,190.0,189.5,-111.0
Miami,Milwaukee,2014-11-16,-4.5,-110.0,-5.0,-103.0,190.0,189.5,101.0
Houston,Oklahoma City,2014-11-16,-6.0,-110.0,-5.0,-104.0,195.5,193.0,102.0
Oklahoma City,Houston,2014-11-16,6.0,-110.0,5.0,-106.0,195.5,193.0,-113.0
Golden State,L.A. Lakers,2014-11-16,-8.0,-110.0,-8.0,-105.0,210.5,212.5,102.0
L.A. Lakers,Golden State,2014-11-16,8.0,-110.0,8.0,-105.0,210.5,212.5,-113.0
Dallas,Charlotte,2014-11-17,-3.0,-110.0,-4.0,-107.0,199.5,198.0,-108.0
Charlotte,Dallas,2014-11-17,3.0,-110.0,4.0,-103.0,199.5,198.0,-102.0
Denver,Cleveland,2014-11-17,10.0,-110.0,11.5,-103.0,215.0,218.0,-113.0
Cleveland,Denver,2014-11-17,-10.0,-110.0,-11.5,-107.0,215.0,218.0,102.0
Phoenix,Boston,2014-11-17,-1.0,-110.0,-1.5,-107.0,210.5,215.5,-105.0
Boston,Phoenix,2014-11-17,1.0,-110.0,1.5,-103.0,210.5,215.5,-105.0
Miami,Brooklyn,2014-11-17,6.0,-110.0,8.0,-105.0,196.0,196.0,-103.0
Brooklyn,Miami,2014-11-17,-6.0,-110.0,-8.0,-105.0,196.0,196.0,-107.0
Orlando,Detroit,2014-11-17,4.0,-110.0,4.5,-102.0,194.5,192.5,100.0
Detroit,Orlando,2014-11-17,-4.0,-110.0,-4.5,-108.0,194.5,192.5,-110.0
Houston,Memphis,2014-11-17,2.0,-110.0,4.5,-102.0,190.0,188.5,-102.0
Memphis,Houston,2014-11-17,-2.0,-110.0,-4.5,-108.0,190.0,188.5,-108.0
Philadelphia,San Antonio,2014-11-17,16.0,-110.0,16.5,-102.0,200.5,196.0,100.0
San Antonio,Philadelphia,2014-11-17,-16.0,-110.0,-16.5,-108.0,200.5,196.0,-110.0
New Orleans,Portland,2014-11-17,3.5,-110.0,3.5,-101.0,204.0,204.0,-110.0
Portland,New Orleans,2014-11-17,-3.5,-110.0,-3.5,-109.0,204.0,204.0,100.0
Chicago,L.A. Clippers,2014-11-17,5.0,-110.0,7.0,-110.0,196.5,199.0,104.0
L.A. Clippers,Chicago,2014-11-17,-5.0,-110.0,-7.0,100.0,196.5,199.0,-115.0
L.A. Lakers,Atlanta,2014-11-18,10.0,-110.0,8.5,100.0,214.5,211.0,100.0
Atlanta,L.A. Lakers,2014-11-18,-10.0,-110.0,-8.5,-110.0,214.5,211.0,-110.0
New York,Milwaukee,2014-11-18,5.5,-110.0,1.5,-103.0,192.5,193.0,-101.0
Milwaukee,New York,2014-11-18,-5.5,-110.0,-1.5,-107.0,192.5,193.0,-109.0
Oklahoma City,Utah,2014-11-18,5.5,-110.0,3.0,-106.0,191.5,186.0,-106.0
Utah,Oklahoma City,2014-11-18,-5.5,-110.0,-3.0,-104.0,191.5,186.0,-104.0
New Orleans,Sacramento,2014-11-18,1.5,-110.0,3.0,-102.0,198.5,204.0,-104.0
Sacramento,New Orleans,2014-11-18,-1.5,-110.0,-3.0,-108.0,198.5,204.0,-106.0
San Antonio,Cleveland,2014-11-19,3.5,-110.0,1.5,-105.0,202.5,200.0,-110.0
Cleveland,San Antonio,2014-11-19,-3.5,-110.0,-1.5,-105.0,202.5,200.0,100.0
Charlotte,Indiana,2014-11-19,-1.0,-110.0,2.0,102.0,181.5,179.5,-105.0
Indiana,Charlotte,2014-11-19,1.0,-110.0,-2.0,-113.0,181.5,179.5,-105.0
Boston,Philadelphia,2014-11-19,-4.0,-110.0,-6.5,-102.0,204.5,213.5,-113.0
Philadelphia,Boston,2014-11-19,4.0,-110.0,6.5,-108.0,204.5,213.5,102.0
Dallas,Washington,2014-11-19,-1.0,-110.0,-2.5,-113.0,199.5,204.0,-102.0
Washington,Dallas,2014-11-19,1.0,-110.0,2.5,102.0,199.5,204.0,-108.0
L.A. Clippers,Orlando,2014-11-19,-5.5,-110.0,-5.0,-105.0,203.5,203.5,-105.0
Orlando,L.A. Clippers,2014-11-19,5.5,-110.0,5.0,-105.0,203.5,203.5,-105.0
Memphis,Toronto,2014-11-19,2.0,-110.0,6.0,-102.0,200.5,192.5,-108.0
Toronto,Memphis,2014-11-19,-2.0,-110.0,-6.0,-108.0,200.5,192.5,-102.0
Phoenix,Detroit,2014-11-19,-3.5,-110.0,-2.5,-106.0,203.5,204.0,-108.0
Detroit,Phoenix,2014-11-19,3.5,-110.0,2.5,-104.0,203.5,204.0,-102.0
Milwaukee,Brooklyn,2014-11-19,6.0,-110.0,6.5,-104.0,195.5,198.5,-105.0
Brooklyn,Milwaukee,2014-11-19,-6.0,-110.0,-6.5,-106.0,195.5,198.5,-105.0
New York,Minnesota,2014-11-19,-1.5,-110.0,1.0,-101.0,205.5,201.5,-105.0
Minnesota,New York,2014-11-19,1.5,-110.0,-1.0,-109.0,205.5,201.5,-105.0
Oklahoma City,Denver,2014-11-19,7.0,-110.0,7.0,100.0,199.5,199.0,-108.0
Denver,Oklahoma City,2014-11-19,-7.0,-110.0,-7.0,-110.0,199.5,199.0,-102.0
L.A. Lakers,Houston,2014-11-19,13.0,-110.0,9.5,100.0,211.0,210.5,-105.0
Houston,L.A. Lakers,2014-11-19,-13.0,-110.0,-9.5,-110.0,211.0,210.5,-105.0
L.A. Clippers,Miami,2014-11-20,-4.0,-110.0,-4.0,-102.0,198.0,197.5,-101.0
Miami,L.A. Clippers,2014-11-20,4.0,-110.0,4.0,-108.0,198.0,197.5,-109.0
Chicago,Sacramento,2014-11-20,1.0,-110.0,3.0,-109.0,194.0,194.5,-105.0
Sacramento,Chicago,2014-11-20,-1.0,-110.0,-3.0,-101.0,194.0,194.5,-105.0
Phoenix,Philadelphia,2014-11-21,-10.0,-110.0,-9.0,-102.0,208.0,208.5,-107.0
Philadelphia,Phoenix,2014-11-21,10.0,-110.0,9.0,-108.0,208.0,208.5,-103.0
Orlando,Charlotte,2014-11-21,5.0,-110.0,4.0,-109.0,192.5,191.0,-105.0
Charlotte,Orlando,2014-11-21,-5.0,-110.0,-4.0,-101.0,192.5,191.0,-105.0
Milwaukee,Toronto,2014-11-21,10.0,-110.0,8.5,102.0,202.0,200.0,101.0
Toronto,Milwaukee,2014-11-21,-10.0,-110.0,-8.5,-113.0,202.0,200.0,-111.0
Detroit,Atlanta,2014-11-21,6.0,-110.0,6.0,-113.0,197.0,197.5,-107.0
Atlanta,Detroit,2014-11-21,-6.0,-110.0,-6.0,102.0,197.0,197.5,-103.0
Brooklyn,Oklahoma City,2014-11-21,1.0,-110.0,1.5,-107.0,193.5,187.5,-109.0
Oklahoma City,Brooklyn,2014-11-21,-1.0,-110.0,-1.5,-103.0,193.5,187.5,-101.0
Boston,Memphis,2014-11-21,7.0,-110.0,6.5,-108.0,198.5,199.5,-110.0
Memphis,Boston,2014-11-21,-7.0,-110.0,-6.5,-102.0,198.5,199.5,100.0
San Antonio,Minnesota,2014-11-21,-6.5,-110.0,-11.5,-106.0,203.5,202.5,-101.0
Minnesota,San Antonio,2014-11-21,6.5,-110.0,11.5,-104.0,203.5,202.5,-109.0
Cleveland,Washington,2014-11-21,-1.0,-110.0,-1.0,-101.0,206.0,205.0,-105.0
Washington,Cleveland,2014-11-21,1.0,-110.0,1.0,-109.0,206.0,205.0,-105.0
L.A. Lakers,Dallas,2014-11-21,9.5,-110.0,11.0,-106.0,217.5,215.0,100.0
Dallas,L.A. Lakers,2014-11-21,-9.5,-110.0,-11.0,-104.0,217.5,215.0,-110.0
New Orleans,Denver,2014-11-21,0.0,-110.0,-2.5,100.0,208.0,214.5,-108.0
Denver,New Orleans,2014-11-21,0.0,-110.0,2.5,-110.0,208.0,214.5,-102.0
Chicago,Portland,2014-11-21,7.5,-110.0,8.0,-101.0,195.5,195.0,-107.0
Portland,Chicago,2014-11-21,-7.5,-110.0,-8.0,-109.0,195.5,195.0,-103.0
Utah,Golden State,2014-11-21,11.5,-110.0,12.5,-109.0,203.0,207.5,-103.0
Golden State,Utah,2014-11-21,-11.5,-110.0,-12.5,-101.0,203.0,207.5,-107.0
Phoenix,Indiana,2014-11-22,-2.5,-110.0,-2.0,-110.0,200.0,196.0,100.0
Indiana,Phoenix,2014-11-22,2.5,-110.0,2.0,100.0,200.0,196.0,-110.0
Miami,Orlando,2014-11-22,1.5,-115.0,-1.5,-101.0,192.5,191.5,-103.0
Orlando,Miami,2014-11-22,-1.5,-105.0,1.5,-109.0,192.5,191.5,-107.0
Philadelphia,New York,2014-11-22,11.5,-110.0,11.0,-103.0,202.0,198.5,-110.0
New York,Philadelphia,2014-11-22,-11.5,-110.0,-11.0,-107.0,202.0,198.5,100.0
Toronto,Cleveland,2014-11-22,4.0,-110.0,3.0,-105.0,209.5,203.5,-110.0
Cleveland,Toronto,2014-11-22,-4.0,-110.0,-3.0,-105.0,209.5,203.5,100.0
Sacramento,Minnesota,2014-11-22,-5.0,-110.0,-8.5,-113.0,207.0,212.0,100.0
Minnesota,Sacramento,2014-11-22,5.0,-110.0,8.5,102.0,207.0,212.0,-110.0
Dallas,Houston,2014-11-22,-3.0,-110.0,-4.0,-105.0,201.5,205.0,-105.0
Houston,Dallas,2014-11-22,3.0,-110.0,4.0,-105.0,201.5,205.0,-105.0
Washington,Milwaukee,2014-11-22,-2.5,-110.0,-3.0,-113.0,198.5,194.0,100.0
Milwaukee,Washington,2014-11-22,2.5,-110.0,3.0,102.0,198.5,194.0,-110.0
Brooklyn,San Antonio,2014-11-22,8.5,-110.0,10.0,-102.0,194.5,194.0,-103.0
San Antonio,Brooklyn,2014-11-22,-8.5,-110.0,-10.0,-108.0,194.5,194.0,-107.0
New Orleans,Utah,2014-11-22,-4.0,-110.0,-2.5,-102.0,204.0,199.0,-103.0
Utah,New Orleans,2014-11-22,4.0,-110.0,2.5,-108.0,204.0,199.0,-107.0
Portland,Boston,2014-11-23,-5.0,-110.0,-4.5,-103.0,214.0,209.5,-102.0
Boston,Portland,2014-11-23,5.0,-110.0,4.5,-107.0,214.0,209.5,-108.0
Charlotte,Miami,2014-11-23,2.5,-110.0,1.0,-109.0,188.0,185.5,-105.0
Miami,Charlotte,2014-11-23,-2.5,-110.0,-1.0,-101.0,188.0,185.5,-105.0
L.A. Clippers,Memphis,2014-11-23,3.0,-110.0,2.0,-101.0,198.0,198.0,-102.0
Memphis,L.A. Clippers,2014-11-23,-3.0,-110.0,-2.0,-109.0,198.0,198.0,-108.0
Golden State,Oklahoma City,2014-11-23,-7.5,-110.0,-8.0,-108.0,194.0,197.5,-105.0
Oklahoma City,Golden State,2014-11-23,7.5,-110.0,8.0,-102.0,194.0,197.5,-105.0
Denver,L.A. Lakers,2014-11-23,-2.0,-110.0,-1.5,-113.0,218.5,220.5,-111.0
L.A. Lakers,Denver,2014-11-23,2.0,-110.0,1.5,102.0,218.5,220.5,101.0
Portland,Philadelphia,2014-11-24,-11.0,-110.0,-13.0,-103.0,199.5,198.5,102.0
Philadelphia,Portland,2014-11-24,11.0,-110.0,13.0,-107.0,199.5,198.5,-113.0
L.A. Clippers,Charlotte,2014-11-24,-4.0,-110.0,-4.0,-103.0,198.5,199.0,102.0
Charlotte,L.A. Clippers,2014-11-24,4.0,-110.0,4.0,-107.0,198.5,199.0,-113.0
Orlando,Cleveland,2014-11-24,10.0,-110.0,11.0,-107.0,200.5,200.0,-102.0
Cleveland,Orlando,2014-11-24,-10.0,-110.0,-11.0,-103.0,200.5,200.0,-108.0
Phoenix,Toronto,2014-11-24,5.0,-110.0,4.5,-101.0,205.5,210.5,-105.0
Toronto,Phoenix,2014-11-24,-5.0,-110.0,-4.5,-109.0,205.5,210.5,-105.0
New York,Houston,2014-11-24,8.5,-115.0,6.0,-113.0,193.0,191.0,-106.0
Houston,New York,2014-11-24,-8.5,-105.0,-6.0,102.0,193.0,191.0,-104.0
Indiana,Dallas,2014-11-24,12.5,-110.0,14.0,-104.0,197.0,197.5,-110.0
Dallas,Indiana,2014-11-24,-12.5,-110.0,-14.0,-106.0,197.0,197.5,100.0
Chicago,Utah,2014-11-24,-1.0,-110.0,-3.5,100.0,193.5,193.0,102.0
Utah,Chicago,2014-11-24,1.0,-110.0,3.5,-110.0,193.5,193.0,-113.0
Atlanta,Washington,2014-11-25,6.5,-110.0,4.0,-103.0,199.5,200.5,-101.0
Washington,Atlanta,2014-11-25,-6.5,-110.0,-4.0,-107.0,199.5,200.5,-109.0
Golden State,Miami,2014-11-25,-5.0,-110.0,-7.5,102.0,198.0,201.5,-105.0
Miami,Golden State,2014-11-25,5.0,-110.0,7.5,-113.0,198.0,201.5,-105.0
Detroit,Milwaukee,2014-11-25,3.5,-110.0,3.5,-106.0,196.5,190.0,-108.0
Milwaukee,Detroit,2014-11-25,-3.5,-110.0,-3.5,-104.0,196.5,190.0,-102.0
Sacramento,New Orleans,2014-11-25,5.5,-110.0,6.0,100.0,200.5,200.5,-106.0
New Orleans,Sacramento,2014-11-25,-5.5,-110.0,-6.0,-110.0,200.5,200.5,-104.0
Chicago,Denver,2014-11-25,2.0,-110.0,4.5,-103.0,201.5,204.5,-105.0
Denver,Chicago,2014-11-25,-2.0,-110.0,-4.5,-107.0,201.5,204.5,-105.0
Brooklyn,Philadelphia,2014-11-26,-7.0,-110.0,-7.0,-106.0,198.5,199.5,-107.0
Philadelphia,Brooklyn,2014-11-26,7.0,-110.0,7.0,-104.0,198.5,199.5,-103.0
Washington,Cleveland,2014-11-26,6.0,-110.0,7.5,100.0,201.5,201.0,-107.0
Cleveland,Washington,2014-11-26,-6.0,-110.0,-7.5,-110.0,201.5,201.0,-103.0
Portland,Charlotte,2014-11-26,-5.0,-110.0,-5.5,-113.0,198.0,192.0,-108.0
Charlotte,Portland,2014-11-26,5.0,-110.0,5.5,102.0,198.0,192.0,-102.0
Golden State,Orlando,2014-11-26,-8.5,-110.0,-7.5,-105.0,203.0,203.0,102.0
Orlando,Golden State,2014-11-26,8.5,-110.0,7.5,-105.0,203.0,203.0,-113.0
New York,Dallas,2014-11-26,13.0,-110.0,14.0,100.0,199.0,200.0,-103.0
Dallas,New York,2014-11-26,-13.0,-110.0,-14.0,-110.0,199.0,200.0,-107.0
L.A. Clippers,Detroit,2014-11-26,-7.5,-110.0,-8.5,-109.0,199.0,198.5,-110.0
Detroit,L.A. Clippers,2014-11-26,7.5,-110.0,8.5,-101.0,199.0,198.5,100.0
Toronto,Atlanta,2014-11-26,-1.5,-110.0,-3.5,-107.0,204.0,204.5,-102.0
Atlanta,Toronto,2014-11-26,1.5,-110.0,3.5,-103.0,204.0,204.5,-108.0
Utah,Oklahoma City,2014-11-26,3.0,-110.0,4.5,102.0,188.0,185.0,-103.0
Oklahoma City,Utah,2014-11-26,-3.0,-110.0,-4.5,-113.0,188.0,185.0,-107.0
Milwaukee,Minnesota,2014-11-26,-2.5,-110.0,-1.5,105.0,203.5,205.5,-108.0
Minnesota,Milwaukee,2014-11-26,2.5,-110.0,1.5,-116.0,203.5,205.5,-102.0
Sacramento,Houston,2014-11-26,4.5,-110.0,5.0,-105.0,194.0,194.0,-103.0
Houston,Sacramento,2014-11-26,-4.5,-110.0,-5.0,-105.0,194.0,194.0,-107.0
Indiana,San Antonio,2014-11-26,13.0,-110.0,13.0,-107.0,187.0,187.0,-110.0
San Antonio,Indiana,2014-11-26,-13.0,-110.0,-13.0,-103.0,187.0,187.0,100.0
Denver,Phoenix,2014-11-26,6.5,-110.0,7.5,-107.0,218.0,215.5,-102.0
Phoenix,Denver,2014-11-26,-6.5,-110.0,-7.5,-103.0,218.0,215.5,-108.0
Memphis,L.A. Lakers,2014-11-26,-7.0,-110.0,-7.0,-106.0,199.5,201.5,-101.0
L.A. Lakers,Memphis,2014-11-26,7.0,-110.0,7.0,-104.0,199.5,201.5,-109.0
Chicago,Boston,2014-11-28,-3.0,-110.0,-3.5,-102.0,205.5,205.0,102.0
Boston,Chicago,2014-11-28,3.0,-110.0,3.5,-108.0,205.5,205.0,-113.0
Golden State,Charlotte,2014-11-28,-7.5,-110.0,-8.5,-108.0,199.5,201.0,-106.0
Charlotte,Golden State,2014-11-28,7.5,-110.0,8.5,-102.0,199.5,201.0,-104.0
Milwaukee,Detroit,2014-11-28,3.0,-110.0,2.0,-102.0,187.5,191.0,-103.0
Detroit,Milwaukee,2014-11-28,-3.0,-110.0,-2.0,-108.0,187.5,191.0,-107.0
New Orleans,Atlanta,2014-11-28,3.0,-110.0,2.5,-103.0,204.5,204.5,-102.0
Atlanta,New Orleans,2014-11-28,-3.0,-110.0,-2.5,-107.0,204.5,204.5,-108.0
Dallas,Toronto,2014-11-28,3.0,-110.0,3.5,-103.0,208.5,211.0,-105.0
Toronto,Dallas,2014-11-28,-3.0,-110.0,-3.5,-107.0,208.5,211.0,-105.0
Orlando,Indiana,2014-11-28,4.5,-110.0,4.5,100.0,191.5,191.0,102.0
Indiana,Orlando,2014-11-28,-4.5,-110.0,-4.5,-110.0,191.5,191.0,-113.0
New York,Oklahoma City,2014-11-28,6.5,-110.0,8.0,-106.0,187.0,186.0,-102.0
Oklahoma City,New York,2014-11-28,-6.5,-110.0,-8.0,-104.0,187.0,186.0,-108.0
L.A. Clippers,Houston,2014-11-28,-3.0,-110.0,-4.5,-110.0,199.0,201.0,-113.0
Houston,L.A. Clippers,2014-11-28,3.0,-110.0,4.5,100.0,199.0,201.0,102.0
Sacramento,San Antonio,2014-11-28,9.0,-110.0,10.5,100.0,193.5,194.5,-101.0
San Antonio,Sacramento,2014-11-28,-9.0,-110.0,-10.5,-110.0,193.5,194.5,-109.0
Phoenix,Denver,2014-11-28,3.0,-110.0,2.0,-113.0,219.5,215.5,-109.0
Denver,Phoenix,2014-11-28,-3.0,-110.0,-2.0,102.0,219.5,215.5,-101.0
Memphis,Portland,2014-11-28,4.0,-110.0,3.5,-105.0,194.5,194.0,-101.0
Portland,Memphis,2014-11-28,-4.0,-110.0,-3.5,-105.0,194.5,194.0,-109.0
Minnesota,L.A. Lakers,2014-11-28,5.5,-110.0,6.0,-105.0,215.0,213.0,-107.0
L.A. Lakers,Minnesota,2014-11-28,-5.5,-110.0,-6.0,-105.0,215.0,213.0,-103.0
New Orleans,Washington,2014-11-29,4.5,-110.0,4.0,-106.0,201.0,198.5,-110.0
Washington,New Orleans,2014-11-29,-4.5,-110.0,-4.0,-104.0,201.0,198.5,100.0
Dallas,Philadelphia,2014-11-29,-12.0,-110.0,-12.5,100.0,205.5,203.0,-103.0
Philadelphia,Dallas,2014-11-29,12.0,-110.0,12.5,-110.0,205.5,203.0,-107.0
Charlotte,Atlanta,2014-11-29,7.0,-110.0,7.0,-107.0,199.0,197.5,-107.0
Atlanta,Charlotte,2014-11-29,-7.0,-110.0,-7.0,-103.0,199.0,197.5,-103.0
Indiana,Cleveland,2014-11-29,9.5,-110.0,10.0,-106.0,195.5,196.0,-105.0
Cleveland,Indiana,2014-11-29,-9.5,-110.0,-10.0,-104.0,195.5,196.0,-105.0
Houston,Milwaukee,2014-11-29,0.0,-110.0,3.5,102.0,190.0,191.5,-105.0
Milwaukee,Houston,2014-11-29,0.0,-110.0,-3.5,-113.0,190.0,191.5,-105.0
L.A. Clippers,Utah,2014-11-29,-7.0,-110.0,-5.0,-105.0,201.5,203.5,100.0
Utah,L.A. Clippers,2014-11-29,7.0,-110.0,5.0,-105.0,201.5,203.5,-110.0
San Antonio,Boston,2014-11-30,-7.5,-110.0,-7.5,100.0,204.5,204.5,-103.0
Boston,San Antonio,2014-11-30,7.5,-110.0,7.5,-110.0,204.5,204.5,-107.0
Chicago,Brooklyn,2014-11-30,-2.5,-110.0,-2.5,-109.0,196.5,193.5,-108.0
Brooklyn,Chicago,2014-11-30,2.5,-110.0,2.5,-101.0,196.5,193.5,-102.0
Golden State,Detroit,2014-11-30,-9.0,-110.0,-8.5,-105.0,202.5,202.0,-113.0
Detroit,Golden State,2014-11-30,9.0,-110.0,8.5,-105.0,202.5,202.0,102.0
Memphis,Sacramento,2014-11-30,-3.0,-110.0,-5.0,-107.0,191.5,193.5,102.0
Sacramento,Memphis,2014-11-30,3.0,-110.0,5.0,-103.0,191.5,193.5,-113.0
Miami,New York,2014-11-30,-2.0,-110.0,-3.0,102.0,190.5,189.5,-106.0
New York,Miami,2014-11-30,2.0,-110.0,3.0,-113.0,190.5,189.5,-104.0
Orlando,Phoenix,2014-11-30,11.5,-110.0,9.5,-105.0,209.5,204.5,-102.0
Phoenix,Orlando,2014-11-30,-11.5,-110.0,-9.5,-105.0,209.5,204.5,-108.0
Minnesota,Portland,2014-11-30,12.5,-110.0,14.0,-110.0,209.5,212.5,-105.0
Portland,Minnesota,2014-11-30,-12.5,-110.0,-14.0,100.0,209.5,212.5,-105.0
Toronto,L.A. Lakers,2014-11-30,-5.5,-110.0,-7.0,-105.0,210.5,209.5,102.0
L.A. Lakers,Toronto,2014-11-30,5.5,-110.0,7.0,-105.0,210.5,209.5,-113.0
San Antonio,Philadelphia,2014-12-01,-14.5,-110.0,-11.5,-105.0,195.5,195.0,-105.0
Philadelphia,San Antonio,2014-12-01,14.5,-110.0,11.5,-105.0,195.5,195.0,-105.0
Miami,Washington,2014-12-01,5.0,-110.0,4.5,100.0,189.5,190.5,102.0
Washington,Miami,2014-12-01,-5.0,-110.0,-4.5,-110.0,189.5,190.5,-113.0
Denver,Utah,2014-12-01,0.0,-110.0,-3.5,-110.0,207.0,206.0,-106.0
Utah,Denver,2014-12-01,0.0,-110.0,3.5,100.0,207.0,206.0,-104.0
Minnesota,L.A. Clippers,2014-12-01,14.0,-110.0,15.0,-103.0,213.0,216.0,102.0
L.A. Clippers,Minnesota,2014-12-01,-14.0,-110.0,-15.0,-107.0,213.0,216.0,-113.0
Milwaukee,Cleveland,2014-12-02,10.5,-110.0,10.5,-103.0,201.0,201.0,102.0
Cleveland,Milwaukee,2014-12-02,-10.5,-110.0,-10.5,-107.0,201.0,201.0,-113.0
Brooklyn,New York,2014-12-02,1.0,-110.0,-1.0,-102.0,188.0,193.5,-105.0
New York,Brooklyn,2014-12-02,-1.0,-110.0,1.0,-108.0,188.0,193.5,-105.0
Boston,Atlanta,2014-12-02,7.5,-110.0,7.0,-107.0,210.5,211.0,-108.0
Atlanta,Boston,2014-12-02,-7.5,-110.0,-7.0,-103.0,210.5,211.0,-102.0
L.A. Lakers,Detroit,2014-12-02,4.0,-110.0,2.0,-104.0,208.5,206.5,-101.0
Detroit,L.A. Lakers,2014-12-02,-4.0,-110.0,-2.0,-106.0,208.5,206.5,-109.0
Oklahoma City,New Orleans,2014-12-02,-2.5,-110.0,-3.5,-104.0,195.0,197.0,-106.0
New Orleans,Oklahoma City,2014-12-02,2.5,-110.0,3.5,-106.0,195.0,197.0,-104.0
Dallas,Chicago,2014-12-02,3.5,-110.0,1.0,-101.0,203.5,203.5,-107.0
Chicago,Dallas,2014-12-02,-3.5,-110.0,-1.0,-109.0,203.5,203.5,-103.0
Indiana,Phoenix,2014-12-02,6.5,-110.0,5.0,-107.0,196.0,196.5,102.0
Phoenix,Indiana,2014-12-02,-6.5,-110.0,-5.0,-103.0,196.0,196.5,-113.0
Portland,Denver,2014-12-02,-3.0,-110.0,-3.0,-107.0,214.0,211.5,-109.0
Denver,Portland,2014-12-02,3.0,-110.0,3.0,-103.0,214.0,211.5,-101.0
Toronto,Sacramento,2014-12-02,0.0,-110.0,-2.5,-114.0,202.5,203.5,-106.0
Sacramento,Toronto,2014-12-02,0.0,-110.0,2.5,103.0,202.5,203.5,-104.0
Orlando,Golden State,2014-12-02,13.5,-110.0,14.5,-110.0,202.5,201.5,102.0
Golden State,Orlando,2014-12-02,-13.5,-110.0,-14.5,100.0,202.5,201.5,-112.0
L.A. Lakers,Washington,2014-12-03,9.0,-110.0,8.5,102.0,208.5,208.0,-102.0
Washington,L.A. Lakers,2014-12-03,-9.0,-110.0,-8.5,-113.0,208.5,208.0,-108.0
Chicago,Charlotte,2014-12-03,-4.5,-110.0,-3.5,102.0,193.0,191.0,-109.0
Charlotte,Chicago,2014-12-03,4.5,-110.0,3.5,-113.0,193.0,191.0,-101.0
Atlanta,Miami,2014-12-03,4.0,-110.0,4.5,-103.0,199.5,199.5,-107.0
Miami,Atlanta,2014-12-03,-4.0,-110.0,-4.5,-107.0,199.5,199.5,-103.0
San Antonio,Brooklyn,2014-12-03,-6.5,-110.0,-8.5,-101.0,195.0,198.0,-102.0
Brooklyn,San Antonio,2014-12-03,6.5,-110.0,8.5,-109.0,195.0,198.0,-108.0
Detroit,Boston,2014-12-03,4.5,-110.0,4.5,-102.0,205.5,202.0,-105.0
Boston,Detroit,2014-12-03,-4.5,-110.0,-4.5,-108.0,205.5,202.0,-105.0
Dallas,Milwaukee,2014-12-03,-5.0,-110.0,-4.0,-104.0,204.5,205.5,-103.0
Milwaukee,Dallas,2014-12-03,5.0,-110.0,4.0,-106.0,204.5,205.5,-107.0
Philadelphia,Minnesota,2014-12-03,6.0,-110.0,7.0,-106.0,208.5,212.0,-103.0
Minnesota,Philadelphia,2014-12-03,-6.0,-110.0,-7.0,-104.0,208.5,212.0,-107.0
Memphis,Houston,2014-12-03,-5.0,-110.0,-5.0,-110.0,189.5,189.5,-108.0
Houston,Memphis,2014-12-03,5.0,-110.0,5.0,100.0,189.5,189.5,-102.0
Toronto,Utah,2014-12-03,-5.0,-110.0,-3.5,-107.0,203.0,201.0,-109.0
Utah,Toronto,2014-12-03,5.0,-110.0,3.5,-103.0,203.0,201.0,-101.0
Orlando,L.A. Clippers,2014-12-03,13.5,-110.0,15.0,-106.0,205.0,202.0,-104.0
L.A. Clippers,Orlando,2014-12-03,-13.5,-110.0,-15.0,-104.0,205.0,202.0,-106.0
Cleveland,New York,2014-12-04,-7.0,-110.0,-7.5,101.0,199.0,198.5,-107.0
New York,Cleveland,2014-12-04,7.0,-110.0,7.5,-111.0,199.0,198.5,-103.0
Indiana,Portland,2014-12-04,10.5,-110.0,8.5,-102.0,197.0,193.5,-108.0
Portland,Indiana,2014-12-04,-10.5,-110.0,-8.5,-108.0,197.0,193.5,-102.0
New Orleans,Golden State,2014-12-04,8.0,-110.0,9.5,-113.0,205.5,206.5,-108.0
Golden State,New Orleans,2014-12-04,-8.0,-110.0,-9.5,102.0,205.5,206.5,-102.0
Denver,Washington,2014-12-05,4.0,-110.0,4.5,-103.0,205.5,208.0,100.0
Washington,Denver,2014-12-05,-4.0,-110.0,-4.5,-107.0,205.5,208.0,-110.0
Oklahoma City,Philadelphia,2014-12-05,-12.0,-110.0,-13.5,-105.0,203.0,199.5,-104.0
Philadelphia,Oklahoma City,2014-12-05,12.0,-110.0,13.5,-105.0,203.0,199.5,-106.0
New York,Charlotte,2014-12-05,5.0,-110.0,5.0,-108.0,187.5,190.0,-105.0
Charlotte,New York,2014-12-05,-5.0,-110.0,-5.0,-102.0,187.5,190.0,-105.0
L.A. Lakers,Boston,2014-12-05,4.0,-110.0,3.0,-101.0,214.5,219.0,-105.0
Boston,L.A. Lakers,2014-12-05,-4.0,-110.0,-3.0,-109.0,214.5,219.0,-105.0
Cleveland,Toronto,2014-12-05,3.0,-110.0,4.5,-105.0,208.0,209.5,-101.0
