teams,opp,date,opener.odds,opener.juice,pinn.odds,pinn.juice,opener,totals,totalsjuice
Memphis,Orlando,2016-12-01,-2.0,-110.0,4.0,-105.0,187.0,190.5,-105.0
Miami,Utah,2016-12-01,9.0,-110.0,7.0,-108.0,189.0,187.0,-105.0
Utah,Miami,2016-12-01,-9.0,-110.0,-7.0,-102.0,189.0,187.0,-105.0
Houston,Golden State,2016-12-01,10.5,-110.0,11.0,109.0,229.5,232.0,-105.0
Golden State,Houston,2016-12-01,-10.5,-110.0,-11.0,-120.0,229.5,232.0,-105.0
Orlando,Philadelphia,2016-12-02,0.0,-110.0,1.0,-108.0,200.0,198.5,-105.0
Philadelphia,Orlando,2016-12-02,0.0,-110.0,-1.0,-102.0,200.0,198.5,-105.0
L.A. Lakers,Toronto,2016-12-02,10.0,-110.0,10.0,-113.0,217.5,214.0,-107.0
Toronto,L.A. Lakers,2016-12-02,-10.0,-110.0,-10.0,102.0,217.5,214.0,-103.0
Sacramento,Boston,2016-12-02,7.0,-110.0,6.5,-109.0,207.5,210.5,-105.0
Boston,Sacramento,2016-12-02,-7.0,-110.0,-6.5,-101.0,207.5,210.5,-105.0
Minnesota,New York,2016-12-02,4.5,-110.0,-2.5,-108.0,210.0,210.5,-105.0
New York,Minnesota,2016-12-02,-4.5,-110.0,2.5,-102.0,210.0,210.5,-105.0
Detroit,Atlanta,2016-12-02,3.5,-110.0,1.5,-103.0,194.0,199.0,-107.0
Atlanta,Detroit,2016-12-02,-3.5,-110.0,-1.5,-107.0,194.0,199.0,-103.0
L.A. Clippers,New Orleans,2016-12-02,-5.5,-110.0,-4.5,-102.0,211.0,205.5,-107.0
New Orleans,L.A. Clippers,2016-12-02,5.5,-110.0,4.5,-108.0,211.0,205.5,-103.0
Cleveland,Chicago,2016-12-02,-2.0,-115.0,-1.5,-104.0,210.0,209.5,-105.0
Chicago,Cleveland,2016-12-02,2.0,-105.0,1.5,-106.0,210.0,209.5,-105.0
Washington,San Antonio,2016-12-02,9.0,-110.0,9.0,-109.0,203.0,204.0,-113.0
San Antonio,Washington,2016-12-02,-9.0,-110.0,-9.0,-101.0,203.0,204.0,102.0
Houston,Denver,2016-12-02,1.0,-110.0,3.5,-105.0,222.5,221.0,-102.0
Denver,Houston,2016-12-02,-1.0,-110.0,-3.5,-105.0,222.5,221.0,-108.0
Brooklyn,Milwaukee,2016-12-03,10.5,-110.0,8.5,-110.0,215.5,214.5,-108.0
Milwaukee,Brooklyn,2016-12-03,-10.5,-110.0,-8.5,-100.0,215.5,214.5,-102.0
Minnesota,Charlotte,2016-12-03,7.0,-110.0,5.5,-105.0,206.0,211.0,-103.0
Charlotte,Minnesota,2016-12-03,-7.0,-110.0,-5.5,-105.0,206.0,211.0,-107.0
Boston,Philadelphia,2016-12-03,-8.0,-110.0,-10.0,-104.0,204.0,207.5,-100.0
Philadelphia,Boston,2016-12-03,8.0,-110.0,10.0,-106.0,204.0,207.5,-110.0
Atlanta,Toronto,2016-12-03,8.0,-110.0,8.5,-113.0,205.5,207.0,-108.0
Toronto,Atlanta,2016-12-03,-8.0,-110.0,-8.5,102.0,205.5,207.0,-102.0
L.A. Lakers,Memphis,2016-12-03,-1.0,-110.0,2.5,-106.0,205.0,198.0,-103.0
Memphis,L.A. Lakers,2016-12-03,1.0,-110.0,-2.5,-104.0,205.0,198.0,-107.0
Chicago,Dallas,2016-12-03,-7.0,-110.0,-3.5,102.0,188.5,190.0,-110.0
Dallas,Chicago,2016-12-03,7.0,-110.0,3.5,-113.0,188.5,190.0,100.0
Denver,Utah,2016-12-03,6.0,-105.0,7.0,102.0,199.0,200.5,-105.0
Utah,Denver,2016-12-03,-6.0,-115.0,-7.0,-113.0,199.0,200.5,-105.0
Miami,Portland,2016-12-03,6.5,-110.0,6.0,-105.0,209.5,215.5,-104.0
Portland,Miami,2016-12-03,-6.5,-110.0,-6.0,-105.0,209.5,215.5,-106.0
Phoenix,Golden State,2016-12-03,16.5,-110.0,16.5,102.0,228.5,227.5,-108.0
Golden State,Phoenix,2016-12-03,-16.5,-110.0,-16.5,-113.0,228.5,227.5,-102.0
Orlando,Detroit,2016-12-04,6.5,-110.0,7.0,-105.0,193.5,195.0,-100.0
Detroit,Orlando,2016-12-04,-6.5,-110.0,-7.0,-105.0,193.5,195.0,-110.0
New Orleans,Oklahoma City,2016-12-04,7.0,-110.0,6.0,-107.0,213.5,214.0,-113.0
Oklahoma City,New Orleans,2016-12-04,-7.0,-110.0,-6.0,-103.0,213.5,214.0,102.0
Sacramento,New York,2016-12-04,4.5,-110.0,1.5,-105.0,210.0,208.5,-105.0
New York,Sacramento,2016-12-04,-4.5,-110.0,-1.5,-105.0,210.0,208.5,-105.0
Indiana,L.A. Clippers,2016-12-04,10.0,-110.0,11.5,-107.0,210.5,206.5,-106.0
L.A. Clippers,Indiana,2016-12-04,-10.0,-110.0,-11.5,-103.0,210.5,206.5,-104.0
Denver,Philadelphia,2016-12-05,-4.5,-110.0,-4.0,102.0,211.0,210.0,-107.0
Philadelphia,Denver,2016-12-05,4.5,-110.0,4.0,-113.0,211.0,210.0,-103.0
Washington,Brooklyn,2016-12-05,-6.5,-110.0,-6.5,-108.0,217.0,217.5,-104.0
Brooklyn,Washington,2016-12-05,6.5,-110.0,6.5,-102.0,217.0,217.5,-106.0
Oklahoma City,Atlanta,2016-12-05,0.0,-110.0,4.5,-106.0,211.0,212.0,-105.0
Atlanta,Oklahoma City,2016-12-05,0.0,-110.0,-4.5,-104.0,211.0,212.0,-105.0
Cleveland,Toronto,2016-12-05,-1.5,-110.0,2.0,-104.0,215.5,214.5,-107.0
Toronto,Cleveland,2016-12-05,1.5,-110.0,-2.0,-106.0,215.5,214.5,-103.0
Boston,Houston,2016-12-05,5.0,-110.0,5.5,-102.0,219.5,217.5,-110.0
Houston,Boston,2016-12-05,-5.0,-110.0,-5.5,-108.0,219.5,217.5,100.0
Portland,Chicago,2016-12-05,6.0,-110.0,4.0,-102.0,215.5,212.0,-113.0
Chicago,Portland,2016-12-05,-6.0,-110.0,-4.0,-108.0,215.5,212.0,102.0
Memphis,New Orleans,2016-12-05,3.5,-110.0,4.5,-103.0,198.0,196.5,-102.0
New Orleans,Memphis,2016-12-05,-3.5,-110.0,-4.5,-107.0,198.0,196.5,-108.0
San Antonio,Milwaukee,2016-12-05,-5.5,-115.0,-6.0,-107.0,201.0,202.5,-110.0
Milwaukee,San Antonio,2016-12-05,5.5,-105.0,6.0,-103.0,201.0,202.5,-100.0
Charlotte,Dallas,2016-12-05,-5.0,-110.0,-3.5,-105.0,188.0,194.0,-103.0
Dallas,Charlotte,2016-12-05,5.0,-110.0,3.5,-105.0,188.0,194.0,-107.0
Utah,L.A. Lakers,2016-12-05,-2.5,-110.0,-4.5,-110.0,200.0,198.5,102.0
L.A. Lakers,Utah,2016-12-05,2.5,-110.0,4.5,-100.0,200.0,198.5,-113.0
Indiana,Golden State,2016-12-05,14.0,-105.0,15.0,-108.0,222.0,224.0,-103.0
Golden State,Indiana,2016-12-05,-14.0,-115.0,-15.0,-102.0,222.0,224.0,-107.0
Orlando,Washington,2016-12-06,5.0,-110.0,2.5,102.0,198.5,200.0,-107.0
Washington,Orlando,2016-12-06,-5.0,-110.0,-2.5,-113.0,198.5,200.0,-103.0
New York,Miami,2016-12-06,2.0,-110.0,1.5,-108.0,204.0,205.5,-101.0
Miami,New York,2016-12-06,-2.0,-110.0,-1.5,-102.0,204.0,205.5,-109.0
Chicago,Detroit,2016-12-06,5.0,-110.0,5.5,-108.0,198.0,200.5,-101.0
Detroit,Chicago,2016-12-06,-5.0,-110.0,-5.5,-102.0,198.0,200.5,-109.0
San Antonio,Minnesota,2016-12-06,-6.0,-110.0,-4.0,106.0,204.5,205.5,-107.0
Minnesota,San Antonio,2016-12-06,6.0,-110.0,4.0,-117.0,204.5,205.5,-103.0
Philadelphia,Memphis,2016-12-06,8.5,-110.0,7.0,-100.0,196.5,194.5,-103.0
Memphis,Philadelphia,2016-12-06,-8.5,-110.0,-7.0,-110.0,196.5,194.5,-107.0
Phoenix,Utah,2016-12-06,8.5,-115.0,7.0,-105.0,204.0,204.5,-105.0
Utah,Phoenix,2016-12-06,-8.5,-105.0,-7.0,-105.0,204.0,204.5,-105.0
Boston,Orlando,2016-12-07,-3.5,-110.0,-1.0,-101.0,202.0,195.5,-102.0
Orlando,Boston,2016-12-07,3.5,-110.0,1.0,-109.0,202.0,195.5,-108.0
Detroit,Charlotte,2016-12-07,3.5,-110.0,5.0,-105.0,201.0,202.0,-110.0
Charlotte,Detroit,2016-12-07,-3.5,-110.0,-5.0,-105.0,201.0,202.0,-100.0
Denver,Brooklyn,2016-12-07,-6.5,-110.0,-4.5,-103.0,218.5,222.0,-103.0
Brooklyn,Denver,2016-12-07,6.5,-110.0,4.5,-107.0,218.5,222.0,-107.0
Miami,Atlanta,2016-12-07,6.5,-110.0,9.0,-108.0,200.0,203.5,-107.0
Atlanta,Miami,2016-12-07,-6.5,-110.0,-9.0,-102.0,200.0,203.5,-103.0
Portland,Milwaukee,2016-12-07,2.0,-110.0,1.5,102.0,219.5,214.5,-103.0
Milwaukee,Portland,2016-12-07,-2.0,-110.0,-1.5,-113.0,219.5,214.5,-107.0
Cleveland,New York,2016-12-07,-5.0,-110.0,-8.0,-106.0,216.0,213.5,-107.0
New York,Cleveland,2016-12-07,5.0,-110.0,8.0,-104.0,216.0,213.5,-103.0
L.A. Lakers,Houston,2016-12-07,10.5,-110.0,13.5,-113.0,222.0,223.0,-102.0
Houston,L.A. Lakers,2016-12-07,-10.5,-110.0,-13.5,102.0,222.0,223.0,-108.0
Sacramento,Dallas,2016-12-07,-3.5,-110.0,-3.0,-108.0,198.0,196.0,-113.0
Dallas,Sacramento,2016-12-07,3.5,-110.0,3.0,-102.0,198.0,196.0,102.0
Indiana,Phoenix,2016-12-07,-3.0,-110.0,-4.0,-105.0,218.0,215.0,104.0
Phoenix,Indiana,2016-12-07,3.0,-110.0,4.0,-105.0,218.0,215.0,-115.0
Golden State,L.A. Clippers,2016-12-07,-2.5,-110.0,-4.0,-107.0,222.0,224.5,-104.0
L.A. Clippers,Golden State,2016-12-07,2.5,-110.0,4.0,-103.0,222.0,224.5,-106.0
Minnesota,Toronto,2016-12-08,8.0,-110.0,9.5,-108.0,214.5,213.5,-108.0
Toronto,Minnesota,2016-12-08,-8.0,-110.0,-9.5,-102.0,214.5,213.5,-102.0
Denver,Washington,2016-12-08,4.0,-110.0,5.5,-110.0,217.5,218.5,106.0
Washington,Denver,2016-12-08,-4.0,-110.0,-5.5,-100.0,217.5,218.5,-117.0
Portland,Memphis,2016-12-08,1.0,-110.0,-2.5,-110.0,205.0,206.0,-110.0
Memphis,Portland,2016-12-08,-1.0,-110.0,2.5,-100.0,205.0,206.0,-100.0
Philadelphia,New Orleans,2016-12-08,10.0,-110.0,6.5,-110.0,208.0,204.5,-102.0
New Orleans,Philadelphia,2016-12-08,-10.0,-110.0,-6.5,-100.0,208.0,204.5,-108.0
Golden State,Utah,2016-12-08,-6.5,-110.0,-11.5,-102.0,211.0,208.0,100.0
Utah,Golden State,2016-12-08,6.5,-110.0,11.5,-108.0,211.0,208.0,-110.0
San Antonio,Chicago,2016-12-08,-3.5,-110.0,-3.5,-103.0,199.0,201.0,-107.0
Chicago,San Antonio,2016-12-08,3.5,-110.0,3.5,-107.0,199.0,201.0,-103.0
Orlando,Charlotte,2016-12-09,7.0,-110.0,6.5,-105.0,197.0,204.0,105.0
Charlotte,Orlando,2016-12-09,-7.0,-110.0,-6.5,-105.0,197.0,204.0,-116.0
Toronto,Boston,2016-12-09,2.0,-110.0,2.5,-103.0,207.0,207.5,-110.0
Boston,Toronto,2016-12-09,-2.0,-110.0,-2.5,-107.0,207.0,207.5,-100.0
Miami,Cleveland,2016-12-09,11.5,-110.0,12.0,102.0,207.5,207.5,-108.0
Cleveland,Miami,2016-12-09,-11.5,-110.0,-12.0,-113.0,207.5,207.5,-102.0
Detroit,Minnesota,2016-12-09,-1.5,-110.0,-3.5,-102.0,205.5,203.0,-109.0
Minnesota,Detroit,2016-12-09,1.5,-110.0,3.5,-108.0,205.5,203.0,-101.0
Houston,Oklahoma City,2016-12-09,3.0,-110.0,-1.5,-103.0,223.0,224.0,-104.0
Oklahoma City,Houston,2016-12-09,-3.0,-110.0,1.5,-107.0,223.0,224.0,-106.0
Atlanta,Milwaukee,2016-12-09,3.0,-110.0,3.0,-102.0,208.0,205.5,-105.0
Milwaukee,Atlanta,2016-12-09,-3.0,-110.0,-3.0,-108.0,208.0,205.5,-105.0
Indiana,Dallas,2016-12-09,-4.0,-110.0,-3.5,-103.0,201.5,199.5,-105.0
Dallas,Indiana,2016-12-09,4.0,-110.0,3.5,-107.0,201.5,199.5,-105.0
New York,Sacramento,2016-12-09,4.0,-110.0,5.5,-103.0,211.0,210.0,-115.0
Sacramento,New York,2016-12-09,-4.0,-110.0,-5.5,-107.0,211.0,210.0,104.0
Phoenix,L.A. Lakers,2016-12-09,4.0,-110.0,1.5,-106.0,220.5,221.5,-106.0
L.A. Lakers,Phoenix,2016-12-09,-4.0,-110.0,-1.5,-104.0,220.5,221.5,-104.0
Milwaukee,Washington,2016-12-10,4.5,-110.0,4.5,-113.0,212.5,210.0,102.0
Washington,Milwaukee,2016-12-10,-4.5,-110.0,-4.5,102.0,212.5,210.0,-113.0
Portland,Indiana,2016-12-10,2.0,-110.0,-1.0,102.0,215.5,217.5,-102.0
Indiana,Portland,2016-12-10,-2.0,-110.0,1.0,-113.0,215.5,217.5,-108.0
Denver,Orlando,2016-12-10,-2.5,-110.0,-2.0,-102.0,205.0,204.5,-105.0
Orlando,Denver,2016-12-10,2.5,-110.0,2.0,-108.0,205.0,204.5,-105.0
Charlotte,Cleveland,2016-12-10,7.5,-105.0,7.5,-105.0,212.0,214.0,-110.0
Cleveland,Charlotte,2016-12-10,-7.5,-115.0,-7.5,-105.0,212.0,214.0,-100.0
Miami,Chicago,2016-12-10,8.0,-110.0,9.5,-111.0,198.5,201.0,-105.0
Chicago,Miami,2016-12-10,-8.0,-110.0,-9.5,101.0,198.5,201.0,-105.0
Dallas,Houston,2016-12-10,13.5,-110.0,12.5,-113.0,210.0,209.0,-100.0
Houston,Dallas,2016-12-10,-13.5,-110.0,-12.5,102.0,210.0,209.0,-110.0
Golden State,Memphis,2016-12-10,-10.5,-110.0,-13.0,102.0,210.0,212.0,-108.0
Memphis,Golden State,2016-12-10,10.5,-110.0,13.0,-113.0,210.0,212.0,-102.0
Brooklyn,San Antonio,2016-12-10,13.5,-110.0,15.5,102.0,210.0,210.5,-110.0
San Antonio,Brooklyn,2016-12-10,-13.5,-110.0,-15.5,-113.0,210.0,210.5,-100.0
Sacramento,Utah,2016-12-10,7.0,-110.0,6.0,101.0,198.5,196.0,-107.0
Utah,Sacramento,2016-12-10,-7.0,-110.0,-6.0,-111.0,198.5,196.0,-103.0
New Orleans,L.A. Clippers,2016-12-10,13.0,-110.0,15.0,-105.0,205.0,199.5,-104.0
L.A. Clippers,New Orleans,2016-12-10,-13.0,-110.0,-15.0,-105.0,205.0,199.5,-106.0
Philadelphia,Detroit,2016-12-11,11.5,-110.0,12.0,-105.0,201.0,196.5,-105.0
Detroit,Philadelphia,2016-12-11,-11.5,-110.0,-12.0,-105.0,201.0,196.5,-105.0
Boston,Oklahoma City,2016-12-11,4.5,-110.0,3.0,102.0,209.0,207.0,-100.0
Oklahoma City,Boston,2016-12-11,-4.5,-110.0,-3.0,-113.0,209.0,207.0,-110.0
Golden State,Minnesota,2016-12-11,-10.5,-110.0,-10.0,-104.0,223.0,226.0,-100.0
Minnesota,Golden State,2016-12-11,10.5,-110.0,10.0,-106.0,223.0,226.0,-110.0
New Orleans,Phoenix,2016-12-11,3.0,-110.0,2.0,-105.0,210.5,216.5,-107.0
Phoenix,New Orleans,2016-12-11,-3.0,-110.0,-2.0,-105.0,210.5,216.5,-103.0
New York,L.A. Lakers,2016-12-11,-2.5,-110.0,-2.5,-103.0,216.5,217.0,-107.0
L.A. Lakers,New York,2016-12-11,2.5,-110.0,2.5,-107.0,216.5,217.0,-103.0
Charlotte,Indiana,2016-12-12,1.0,-105.0,-1.5,-100.0,211.5,208.5,-107.0
Indiana,Charlotte,2016-12-12,-1.0,-115.0,1.5,-110.0,211.5,208.5,-103.0
Washington,Miami,2016-12-12,-1.0,-110.0,-1.5,-107.0,205.0,207.5,-107.0
Miami,Washington,2016-12-12,1.0,-110.0,1.5,-103.0,205.0,207.5,-103.0
Milwaukee,Toronto,2016-12-12,9.0,-110.0,8.0,-108.0,215.5,212.5,-104.0
Toronto,Milwaukee,2016-12-12,-9.0,-110.0,-8.0,-102.0,215.5,212.5,-106.0
Brooklyn,Houston,2016-12-12,15.5,-110.0,13.5,-105.0,228.0,229.5,-103.0
Houston,Brooklyn,2016-12-12,-15.5,-110.0,-13.5,-105.0,228.0,229.5,-107.0
Denver,Dallas,2016-12-12,-1.0,-110.0,-2.5,-102.0,203.5,203.5,-108.0
Dallas,Denver,2016-12-12,1.0,-110.0,2.5,-108.0,203.5,203.5,-102.0
Portland,L.A. Clippers,2016-12-12,10.0,-110.0,10.0,-113.0,216.0,220.5,105.0
L.A. Clippers,Portland,2016-12-12,-10.0,-110.0,-10.0,102.0,216.0,220.5,-116.0
L.A. Lakers,Sacramento,2016-12-12,7.0,-110.0,8.5,-103.0,217.0,216.0,-106.0
Sacramento,L.A. Lakers,2016-12-12,-7.0,-110.0,-8.5,-107.0,217.0,216.0,-104.0
Memphis,Cleveland,2016-12-13,13.5,-110.0,14.5,104.0,207.0,201.5,-100.0
Cleveland,Memphis,2016-12-13,-13.5,-110.0,-14.5,-115.0,207.0,201.5,-110.0
Orlando,Atlanta,2016-12-13,6.5,-110.0,8.5,-109.0,197.5,202.0,-100.0
Atlanta,Orlando,2016-12-13,-6.5,-110.0,-8.5,-101.0,197.5,202.0,-110.0
Golden State,New Orleans,2016-12-13,-11.0,-110.0,-11.0,-110.0,223.0,225.0,-106.0
New Orleans,Golden State,2016-12-13,11.0,-110.0,11.0,-100.0,223.0,225.0,-104.0
Minnesota,Chicago,2016-12-13,7.5,-110.0,6.0,-110.0,210.0,207.5,-103.0
Chicago,Minnesota,2016-12-13,-7.5,-110.0,-6.0,-100.0,210.0,207.5,-107.0
New York,Phoenix,2016-12-13,-3.5,-110.0,-2.0,102.0,219.5,219.0,-108.0
Phoenix,New York,2016-12-13,3.5,-110.0,2.0,-113.0,219.5,219.0,-102.0
Oklahoma City,Portland,2016-12-13,-1.0,-110.0,2.0,102.0,219.5,218.5,-117.0
Portland,Oklahoma City,2016-12-13,1.0,-110.0,-2.0,-113.0,219.5,218.5,106.0
Charlotte,Washington,2016-12-14,0.0,-110.0,-2.0,-105.0,210.0,212.0,-107.0
Washington,Charlotte,2016-12-14,0.0,-110.0,2.0,-105.0,210.0,212.0,-103.0
Indiana,Miami,2016-12-14,0.0,-110.0,-1.5,101.0,207.5,204.0,102.0
Miami,Indiana,2016-12-14,0.0,-110.0,1.5,-111.0,207.5,204.0,-113.0
Toronto,Philadelphia,2016-12-14,-8.5,-110.0,-8.0,-102.0,208.0,205.0,-105.0
Philadelphia,Toronto,2016-12-14,8.5,-110.0,8.0,-108.0,208.0,205.0,-105.0
L.A. Clippers,Orlando,2016-12-14,-9.0,-110.0,-8.0,-100.0,207.5,210.0,-110.0
Orlando,L.A. Clippers,2016-12-14,9.0,-110.0,8.0,-110.0,207.5,210.0,-100.0
L.A. Lakers,Brooklyn,2016-12-14,-1.5,-110.0,-1.5,-102.0,225.0,228.0,-104.0
Brooklyn,L.A. Lakers,2016-12-14,1.5,-110.0,1.5,-108.0,225.0,228.0,-106.0
Cleveland,Memphis,2016-12-14,5.5,-110.0,7.0,-105.0,192.0,189.0,-119.0
Memphis,Cleveland,2016-12-14,-5.5,-110.0,-7.0,-105.0,192.0,189.0,108.0
Sacramento,Houston,2016-12-14,9.5,-110.0,13.5,-113.0,216.0,213.5,102.0
Houston,Sacramento,2016-12-14,-9.5,-110.0,-13.5,102.0,216.0,213.5,-113.0
Detroit,Dallas,2016-12-14,-3.0,-110.0,-5.0,-102.0,194.0,190.0,-113.0
Dallas,Detroit,2016-12-14,3.0,-110.0,5.0,-108.0,194.0,190.0,102.0
Oklahoma City,Utah,2016-12-14,5.0,-110.0,7.5,-107.0,199.0,198.5,-103.0
Utah,Oklahoma City,2016-12-14,-5.0,-110.0,-7.5,-103.0,199.0,198.5,-107.0
Boston,San Antonio,2016-12-14,7.5,-110.0,6.0,-113.0,201.5,196.5,-102.0
San Antonio,Boston,2016-12-14,-7.5,-110.0,-6.0,102.0,201.5,196.5,-108.0
Indiana,New Orleans,2016-12-15,2.5,-110.0,2.5,-100.0,213.0,209.0,-105.0
New Orleans,Indiana,2016-12-15,-2.5,-110.0,-2.5,-110.0,213.0,209.0,-105.0
Chicago,Milwaukee,2016-12-15,1.0,-110.0,1.0,-107.0,209.5,206.5,-102.0
Milwaukee,Chicago,2016-12-15,-1.0,-110.0,-1.0,-103.0,209.5,206.5,-108.0
San Antonio,Phoenix,2016-12-15,-7.5,-110.0,-8.0,-106.0,210.0,211.0,-108.0
Phoenix,San Antonio,2016-12-15,7.5,-110.0,8.0,-104.0,210.0,211.0,-102.0
Portland,Denver,2016-12-15,1.0,-110.0,3.0,-103.0,222.5,222.0,-106.0
Denver,Portland,2016-12-15,-1.0,-110.0,-3.0,-107.0,222.5,222.0,-104.0
New York,Golden State,2016-12-15,14.5,-110.0,17.0,100.0,227.0,222.5,-104.0
Golden State,New York,2016-12-15,-14.5,-110.0,-17.0,-110.0,227.0,222.5,-106.0
Brooklyn,Orlando,2016-12-16,7.5,-110.0,7.0,-105.0,216.5,217.0,-106.0
Orlando,Brooklyn,2016-12-16,-7.5,-110.0,-7.0,-105.0,216.5,217.0,-104.0
Detroit,Washington,2016-12-16,0.0,-110.0,-1.5,-104.0,203.5,205.0,-105.0
Washington,Detroit,2016-12-16,0.0,-110.0,1.5,-106.0,203.5,205.0,-105.0
Charlotte,Boston,2016-12-16,7.5,-110.0,6.0,-102.0,206.0,207.5,-101.0
Boston,Charlotte,2016-12-16,-7.5,-110.0,-6.0,-108.0,206.0,207.5,-109.0
Atlanta,Toronto,2016-12-16,8.0,-110.0,6.5,-104.0,210.5,214.5,-103.0
Toronto,Atlanta,2016-12-16,-8.0,-110.0,-6.5,-106.0,210.5,214.5,-107.0
Milwaukee,Chicago,2016-12-16,6.5,-110.0,5.5,-105.0,208.0,204.0,100.0
Chicago,Milwaukee,2016-12-16,-6.5,-110.0,-5.5,-105.0,208.0,204.0,-110.0
L.A. Clippers,Miami,2016-12-16,-7.0,-110.0,-7.5,-107.0,206.0,206.0,-104.0
Miami,L.A. Clippers,2016-12-16,7.0,-110.0,7.5,-103.0,206.0,206.0,-106.0
New Orleans,Houston,2016-12-16,10.0,-110.0,12.0,-102.0,221.5,224.5,-102.0
Houston,New Orleans,2016-12-16,-10.0,-110.0,-12.0,-108.0,221.5,224.5,-108.0
Sacramento,Memphis,2016-12-16,4.5,-110.0,5.0,-110.0,194.5,193.0,-106.0
Memphis,Sacramento,2016-12-16,-4.5,-110.0,-5.0,-100.0,194.5,193.0,-104.0
L.A. Lakers,Philadelphia,2016-12-16,1.5,-110.0,1.0,-105.0,212.5,210.5,-101.0
Philadelphia,L.A. Lakers,2016-12-16,-1.5,-110.0,-1.0,-105.0,212.5,210.5,-109.0
Dallas,Utah,2016-12-16,11.0,-110.0,10.5,-103.0,188.0,185.0,-107.0
Utah,Dallas,2016-12-16,-11.0,-110.0,-10.5,-107.0,188.0,185.0,-103.0
Phoenix,Oklahoma City,2016-12-17,7.0,-110.0,6.5,-103.0,214.5,215.5,-100.0
Oklahoma City,Phoenix,2016-12-17,-7.0,-110.0,-6.5,-107.0,214.5,215.5,-110.0
Indiana,Detroit,2016-12-17,6.5,-110.0,4.5,-108.0,202.0,200.5,-108.0
Detroit,Indiana,2016-12-17,-6.5,-110.0,-4.5,-102.0,202.0,200.5,-102.0
Charlotte,Atlanta,2016-12-17,2.0,-107.0,2.5,-103.0,208.0,208.0,-117.0
Atlanta,Charlotte,2016-12-17,-2.0,-113.0,-2.5,-107.0,208.0,208.0,106.0
L.A. Lakers,Cleveland,2016-12-17,15.5,-110.0,15.0,-105.0,217.5,219.5,100.0
Cleveland,L.A. Lakers,2016-12-17,-15.5,-110.0,-15.0,-105.0,217.5,219.5,-110.0
Houston,Minnesota,2016-12-17,-5.5,-110.0,-2.5,-109.0,222.0,220.5,-104.0
Minnesota,Houston,2016-12-17,5.5,-110.0,2.5,-101.0,222.0,220.5,-106.0
New York,Denver,2016-12-17,2.5,-110.0,4.0,-110.0,217.5,215.0,-107.0
Denver,New York,2016-12-17,-2.5,-110.0,-4.0,-100.0,217.5,215.0,-103.0
Portland,Golden State,2016-12-17,13.5,-110.0,14.0,-109.0,232.0,235.0,-105.0
Golden State,Portland,2016-12-17,-13.5,-110.0,-14.0,-101.0,232.0,235.0,-105.0
L.A. Clippers,Washington,2016-12-18,-4.5,-110.0,-5.5,-101.0,214.5,212.5,-104.0
Washington,L.A. Clippers,2016-12-18,4.5,-110.0,5.5,-109.0,214.5,212.5,-106.0
Sacramento,Dallas,2016-12-18,-1.5,-110.0,-1.0,102.0,195.5,194.5,105.0
Dallas,Sacramento,2016-12-18,1.5,-110.0,1.0,-113.0,195.5,194.5,-116.0
Boston,Miami,2016-12-18,-4.0,-110.0,-4.0,-103.0,204.0,202.5,-105.0
Miami,Boston,2016-12-18,4.0,-110.0,4.0,-107.0,204.0,202.5,-105.0
Brooklyn,Philadelphia,2016-12-18,4.5,-110.0,1.5,-109.0,216.0,215.0,-113.0
Philadelphia,Brooklyn,2016-12-18,-4.5,-110.0,-1.5,-101.0,216.0,215.0,102.0
Utah,Memphis,2016-12-18,-2.0,-110.0,-1.5,-109.0,187.5,185.5,-105.0
Memphis,Utah,2016-12-18,2.0,-110.0,1.5,-101.0,187.5,185.5,-105.0
Toronto,Orlando,2016-12-18,-6.0,-110.0,-5.5,-103.0,211.0,212.0,-103.0
Orlando,Toronto,2016-12-18,6.0,-110.0,5.5,-107.0,211.0,212.0,-107.0
New Orleans,San Antonio,2016-12-18,12.0,-110.0,12.0,-110.0,201.0,208.0,-108.0
San Antonio,New Orleans,2016-12-18,-12.0,-110.0,-12.0,-100.0,201.0,208.0,-102.0
Washington,Indiana,2016-12-19,4.5,-110.0,5.0,-100.0,212.0,212.0,-102.0
Indiana,Washington,2016-12-19,-4.5,-110.0,-5.0,-110.0,212.0,212.0,-108.0
Detroit,Chicago,2016-12-19,3.0,-110.0,2.0,-105.0,197.5,197.0,-105.0
Chicago,Detroit,2016-12-19,-3.0,-110.0,-2.0,-105.0,197.5,197.0,-105.0
Atlanta,Oklahoma City,2016-12-19,3.5,-110.0,3.0,-102.0,211.0,212.0,-101.0
Oklahoma City,Atlanta,2016-12-19,-3.5,-110.0,-3.0,-108.0,211.0,212.0,-109.0
Phoenix,Minnesota,2016-12-19,5.0,-110.0,6.0,-105.0,216.5,212.5,-107.0
Minnesota,Phoenix,2016-12-19,-5.0,-110.0,-6.0,-105.0,216.5,212.5,-103.0
Dallas,Denver,2016-12-19,9.5,-110.0,8.0,-105.0,203.0,207.0,-105.0
Denver,Dallas,2016-12-19,-9.5,-110.0,-8.0,-105.0,203.0,207.0,-105.0
L.A. Lakers,Charlotte,2016-12-20,10.0,-110.0,8.5,-102.0,213.0,213.0,-107.0
Charlotte,L.A. Lakers,2016-12-20,-10.0,-110.0,-8.5,-108.0,213.0,213.0,-103.0
New Orleans,Philadelphia,2016-12-20,-1.5,-110.0,-3.5,-102.0,208.5,206.5,-103.0
